ID Number,Name,Fed,Sex,Title,WTit,OTit,FOA,Rating,Gms,K,B-day,Flag
7603215,"Abbas, Ali",SYR,M,,"FT,SI,LSI",,AFM,AUG25,2075,0,1970,i
73800058,"Abbas, Hussein",SYR,M,,NA,,AFM,AUG25,1632,0,2007,i
7608926,"Abboud ,Hussen",SYR,M,,,,1918,AUG25,0,40,2007,i
7606028,"abd alfatah, naji",SYR,M,,,,1779,AUG25,0,20,1960,i
7613253,"Abdulkareem,Reda.",SYR,M,,,,1738,AUG25,0,20,2005,i
7605811,"Abou Ghazi,Aiman",SYR,M,,,,1702,AUG25,0,20,1970,i
7604670,"Abtini , Abdullatif",SYR,M,,,,1445,AUG25,0,20,0,i
7601506,"Abtini, Hasan",SYR,M,,,,2125,AUG25,0,20,1977,i
7611820,"Aburas, Sliman.",SYR,M,,,,1788,AUG25,0,20,1993,i
7614640,Adam Hamzy,SYR,M,,,,AFM,AUG25,1452,0,2011,
7605366,Adnan Khalaf,SYR,M,,,,1780,AUG25,0,20,0,i
7608713,"Adnan,Alhaj.",SYR,M,,,,1803,AUG25,0,20,2004,i
7616112,Afyouni.Ammar.,SYR,M,,,,1596,AUG25,0,20,1993,
7602103,"Ahmad Murad,Fatema Alzahraa.",SYR,F,,,,1846,AUG25,0,20,2002,wi
7614551,"Ajan Alhadid,Rayan.",SYR,M,,,,1450,AUG25,0,40,2011,
7600909,"Akhras, Khaled",SYR,M,,,,2221,AUG25,0,20,1981,i
7611927,"Akili,Fawwaz.",SYR,M,,,,1739,AUG25,0,40,2013,i
150095391,"Al Deib, Alaa",SYR,M,,,,1467,AUG25,0,20,1998,i
7603096,"Al Helaoy, Majed",SYR,M,,,,2044,AUG25,0,20,1985,i
7604734,"Al Jabri, Mohammed Ali",SYR,M,,,,2130,AUG25,0,20,1976,i
7604742,"Al Jabri, Saad",SYR,M,,,,1860,AUG25,0,20,2001,i
7600119,"Al Mohayri, Sabri M.",SYR,M,,,,2090,AUG25,0,20,1956,i
7600720,"Al Saleh, Mohammad",SYR,M,,,,1942,AUG25,9,20,1979,
7600488,"Al-Sharif, Hany M.",SYR,M,,,,1988,AUG25,0,20,0,
7612249,"Alachraf,Mohamad Mohanad.",SYR,M,,,,1489,AUG25,0,20,1994,i
7612761,"Alaghawani,Khaled.",SYR,M,,,,1812,AUG25,0,20,1965,i
7612303,"Alajati,Abdl Alrahman.",SYR,M,,,,ACM,AUG25,1421,0,2009,
7612354,"Alali, Tammam",SYR,M,,,,1526,AUG25,0,20,1997,i
7600640,"Alashtar, Kheder",SYR,M,,,,1866,AUG25,0,20,1985,
7601662,"Alashtar, Yousef",SYR,M,,,,1785,AUG25,0,20,1973,i
7605838,"Alawash, Firass",SYR,M,,,,1879,AUG25,0,20,1980,i
7614152,"Alaza,Mazen.",SYR,M,,,,1478,AUG25,0,20,1997,i
7611544,"Albabbili,Aghiad.",SYR,M,,,,1513,AUG25,0,20,1978,i
7611102,"Albatesh,Ahmad.",SYR,M,,,,1644,AUG25,0,40,2008,i
7602561,"Aldagstani, Ahmad Zuhir",SYR,M,,,,1780,AUG25,0,20,1941,i
7601034,"Aldakak, Ghassan",SYR,M,,,,1926,AUG25,0,20,1964,i
7607156,AlDakhlAllah Emad,SYR,M,,,,1896,AUG25,0,20,1973,i
7611137,"Aldakkak,Youmna.",SYR,F,,,,1608,AUG25,0,20,2004,wi
7614314,"Aldaroich,Soltan.",SYR,M,,,,1570,AUG25,0,40,2011,i
7613830,"Aldarwesh,Asamah.",SYR,M,,,,1562,AUG25,0,20,1999,i
7610157,"Alfaress,ismail.",SYR,M,,,,1831,AUG25,0,20,1971,i
7600828,"Algildah, Khalid",SYR,M,FM,NA,,2055,AUG25,0,20,1985,i
7600950,"Algildah, Nibal",SYR,F,WIM,WIM,,1921,AUG25,0,20,1987,wi
7609566,"Alhabib, Sedra.",SYR,M,,,,1658,AUG25,0,40,2009,i
7612818,"Alhaj Ahmad,Karam.",SYR,M,,,,1521,AUG25,0,40,2010,i
7619472,"Alhaj,Mohamad Saleh Ahmad.",SYR,M,,,,1814,AUG25,8,40,2008,
7610564,"Alhajjar,Mhaid.",SYR,M,,,,1503,AUG25,0,20,1991,i
7605773,"Alhakim, Ismaeil",SYR,M,,,,1650,AUG25,0,20,1985,i
7612176,"Alhamed,Mohammad.",SYR,M,,,,1893,AUG25,0,20,1948,i
7609337,"Alhammada,Imad.",SYR,M,,,,2093,AUG25,0,20,1968,i
7620136,"Alhasan,Modar.",SYR,M,,,,1721,AUG25,7,40,1988,
7609485,"Alhomsi,Mohamed Moaz.",SYR,M,,,,1452,AUG25,0,20,1989,i
7610530,"Alhomsi,Mouhammad.",SYR,M,,,,1632,AUG25,0,20,2003,i
7605099,Ali mala ali,SYR,M,,,,1758,AUG25,0,20,2002,i
7609469,"Aljandali,Hassan.",SYR,M,,,,1517,AUG25,0,20,1983,i
7600291,"AlJelda,Fatemah.",SYR,F,,NA,,1891,AUG25,0,20,1988,wi
7607075,Aljundi Ammar,SYR,M,,,,1649,AUG25,5,20,1995,
7602847,"Alkaseer,Roaa.",SYR,F,,,,1831,AUG25,0,20,1996,wi
7613350,"Alkassem,Akram.",SYR,M,,,,1636,AUG25,0,40,2012,i
7610831,"Alkhairat,Wahib.",SYR,M,,,,1832,AUG25,0,20,1955,i
7614578,"Alkhaldi,Gaith.",SYR,M,,,,1468,AUG25,0,40,2014,
7615752,"Alkhaled,AbdAlkareem.",SYR,M,,,,1579,AUG25,0,20,1985,
7604386,"Alkhour, Ezzedin",SYR,M,,,,1792,AUG25,0,20,1982,i
7604394,"Alkhour, Seifedin",SYR,M,,,,1669,AUG25,0,20,1982,i
7616333,"Alkubet,Mohammad.",SYR,M,,,,1940,AUG25,0,20,2004,i
7614306,"Almaradni,Ghali.",SYR,M,,,,1494,AUG25,0,20,1974,
7609868,"Almawas,Khaled.",SYR,M,,,,2012,AUG25,0,20,1967,i
7610122,"AlmolaAli,Qassem.",SYR,M,,,,1827,AUG25,0,20,2004,i
7613814,"Almoussa,Mazen.",SYR,M,,,,1462,AUG25,0,20,1972,
7602588,"Alnahas, Jamal Ahmed",SYR,M,,,,2076,AUG25,0,20,1958,i
7608454,"Alnahhas,Abdullah",SYR,M,,,,1716,AUG25,0,20,1981,i
7610009,"Alnasr,Amjad.",SYR,M,,,,1753,AUG25,0,20,2006,i
